Car ID,Brand,Model,Price,Kilométrage,Mise en circulation,Carrosserie,Boite vitesse,Cylindrée,Nombre de portes,Puissance fiscale,Transmission,Énergie
108609,audi,q2,99 500DT,78 000km,12.2018,SUV/4x4,Automatique,999cm³,4.0,7cv,Traction,Essence
107671,audi,a6,99 500DT,117 000km,10.2015,Berline,Automatique,1798cm³,4.0,10cv,Traction,Essence
107646,audi,a4,85 000DT,141 000km,4.2017,Berline,Automatique,1398cm³,4.0,8cv,Traction,Essence
107403,audi,q3-sportback,152 000DT,122 000km,3.2021,SUV/4x4,Automatique,1398cm³,4.0,9cv,Traction,Essence
106393,audi,a5-coupe,48 000DT,201 000km,10.2011,Coupé,Automatique,1998cm³,2.0,10cv,Traction,Essence
106355,audi,a5-coupe,53 000DT,168 000km,8.2009,Coupé,Automatique,1998cm³,2.0,13cv,Traction,Essence
104167,audi,a4,46 000DT,233 000km,1.2011,Berline,Manuelle,1798cm³,4.0,7cv,Traction,Essence
101733,audi,q7,69 000DT,180 000km,4.201,SUV/4x4,Automatique,2967cm³,5.0,16cv,Traction,Diesel
100354,audi,a4,50 000DT,241 000km,11.2008,Berline,Automatique,1984cm³,4.0,11cv,Traction,Essence
99061,audi,a4,50 000DT,175 000km,9.2014,Berline,Manuelle,,,7cv,Traction,Essence
97437,audi,q7,60 000DT,249 000km,6.2006,SUV/4x4,Automatique,,,16cv,Traction,Diesel
108592,audi,q3-sportback,168 000DT,85 000km,5.2021,Coupé,Automatique,1395cm³,5.0,8cv,Traction,Hybride rechargeable essence
108978,audi,a1-sportback,112 000DT,15 000km,11.2023,Compacte,Automatique,999cm³,5.0,6cv,Traction,Essence
107199,audi,q5,78 000DT,270 000km,2.2014,SUV/4x4,Automatique,1998cm³,5.0,10cv,Traction,Diesel
104059,audi,a3-sportback,69 000DT,128 000km,8.2018,Compacte,Manuelle,1198cm³,5.0,6cv,Traction,Essence
109166,audi,a3-sportback,128 000DT,14 000km,5.2023,Coupé,Automatique,1333cm³,5.0,6cv,Traction,Essence
104595,audi,q5,47 000DT,255 000km,7.2009,SUV/4x4,Automatique,2000cm³,5.0,13cv,Traction,Essence
108459,audi,a3-sportback,78 500DT,125 000km,10.2019,Coupé,Manuelle,1200cm³,5.0,6cv,Traction,Essence
107031,audi,a3-sportback,69 000DT,210 000km,6.2018,Coupé,Manuelle,1000cm³,5.0,6cv,Traction,Essence
108282,audi,a3-berline,125 000DT,40 000km,6.2023,Berline,Automatique,1400cm³,4.0,8cv,Intégrale,Essence
109453,audi,q3,165 000DT,81 602km,11.202,SUV/4x4,Automatique,1498cm³,4.0,8cv,Traction,Hybride essence
107723,audi,a5-sportback,92 000DT,198 000km,9.2018,Berline,Automatique,1395cm³,4.0,8cv,Traction,Essence
109014,audi,a4,68 000DT,210 000km,4.2017,Berline,Automatique,1600cm³,5.0,8cv,Propulsion,Essence
106850,audi,a5-sportback,210 000DT,34 502km,9.2021,Berline,Automatique,1999cm³,4.0,8cv,Traction,Essence
106588,audi,q3,175 000DT,77 986km,6.2021,SUV/4x4,Automatique,1498cm³,4.0,8cv,Propulsion,Hybride rechargeable essence
100511,audi,q5,110 000DT,176 000km,1.2015,SUV/4x4,Automatique,2000cm³,4.0,10cv,Traction,Diesel
108232,audi,a3-sportback,64 500DT,154 000km,12.2016,Compacte,Manuelle,1197cm³,5.0,6cv,Traction,Essence
107206,audi,a5-sportback,142 000DT,102 000km,1.2021,Berline,Automatique,1984cm³,5.0,8cv,Traction,Essence
106481,audi,a3-berline,119 000DT,56 000km,7.2022,Berline,Automatique,1395cm³,5.0,8cv,Traction,Essence
105939,audi,a7-sportback,295 000DT,86 000km,6.2022,Berline,Automatique,2995cm³,5.0,23cv,Intégrale,Essence
108895,audi,a5-sportback,170 000DT,58 000km,5.2021,Berline,Automatique,2000cm³,4.0,8cv,Traction,Essence
101884,audi,a5-sportback,147 000DT,85 000km,6.202,Berline,Automatique,1400cm³,4.0,8cv,Traction,Essence
103838,audi,q3,112 000DT,110 000km,11.2019,SUV/4x4,Automatique,1498cm³,5.0,9cv,Propulsion,Essence
109024,audi,a3-berline,88 000DT,17 000km,7.202,Berline,Manuelle,1200cm³,5.0,6cv,Traction,Essence
107799,audi,q3,165 000DT,3 000km,8.2023,Citadine,Automatique,1998cm³,5.0,9cv,Traction,Essence
105418,audi,a5-sportback,109 000DT,120 000km,8.2019,Berline,Automatique,1799cm³,5.0,8cv,Traction,Essence
105294,audi,q5,295 000DT,40 000km,5.2021,SUV/4x4,Automatique,2000cm³,5.0,11cv,Traction,Diesel
104724,audi,a3-berline,85 000DT,50 000km,7.2019,Berline,Automatique,1000cm³,5.0,6cv,Traction,Essence
104652,audi,q3,95 000DT,95 000km,8.2017,SUV/4x4,Automatique,1599cm³,5.0,7cv,Traction,Essence
104572,audi,a4,58 000DT,143 000km,1.2016,Berline,Automatique,1799cm³,5.0,7cv,Traction,Essence
104245,audi,q5,165 000DT,170 000km,4.2019,SUV/4x4,Automatique,2000cm³,5.0,12cv,Traction,Diesel
103893,audi,q8,398 000DT,16 000km,8.2021,SUV/4x4,Automatique,3000cm³,5.0,23cv,Traction,Essence
102085,audi,q3,90 000DT,100 000km,11.2017,SUV/4x4,Automatique,1799cm³,5.0,7cv,Traction,Essence
101947,audi,a5-cabriolet,59 000DT,120 000km,4.201,Cabriolet,Automatique,1999cm³,2.0,10cv,Traction,Essence
100833,audi,a3-sportback,95 000DT,70 000km,6.2019,Citadine,Automatique,1599cm³,5.0,7cv,Traction,Essence
100374,audi,a5-cabriolet,59 000DT,120 000km,5.201,Cabriolet,Automatique,1599cm³,2.0,10cv,Traction,Essence
99089,audi,q3-sportback,188 000DT,10 000km,6.2021,SUV/4x4,Automatique,,,8cv,Traction,Essence
99068,audi,q5,215 000DT,100 000km,9.2018,SUV/4x4,Automatique,,,11cv,Traction,Diesel
98074,audi,q3,85 000DT,77 000km,8.2017,SUV/4x4,Automatique,,,7cv,Traction,Essence
95272,audi,a5-sportback,185 000DT,70 000km,1.2021,Citadine,Automatique,,,8cv,Traction,Essence
108836,audi,a3-sportback,75 000DT,78 000km,3.2019,Compacte,Manuelle,999cm³,4.0,6cv,Traction,Essence
108777,audi,q5,70 000DT,369 000km,12.2008,SUV/4x4,Automatique,3000cm³,5.0,15cv,Intégrale,Diesel
107759,audi,a5-sportback,89 000DT,132 000km,10.2015,Berline,Automatique,1800cm³,5.0,10cv,Traction,Essence
107758,audi,a4,53 000DT,199 000km,9.2014,Citadine,Manuelle,1800cm³,5.0,7cv,Traction,Essence
107312,audi,a6,102 000DT,124 000km,12.2016,Berline,Automatique,1800cm³,5.0,10cv,Traction,Essence
109116,audi,q2,114 000DT,30 000km,8.2021,SUV/4x4,Automatique,1400cm³,5.0,8cv,Traction,Essence
101862,audi,q3-sportback,175 000DT,50 000km,9.2021,SUV/4x4,Automatique,1999cm³,4.0,8cv,Traction,Hybride essence
99327,audi,a3-sportback,145 000DT,900km,11.2023,Berline,Automatique,1500cm³,5.0,8cv,Intégrale,Hybride essence
109050,audi,a4,115 000DT,45 000km,7.2018,Berline,Automatique,1395cm³,5.0,8cv,Traction,Essence
108299,audi,a5-sportback,115 000DT,80 000km,1.2019,Coupé,Automatique,1400cm³,5.0,8cv,Traction,Essence
105871,audi,q3,200 000DT,40 000km,10.2023,SUV/4x4,Automatique,1400cm³,5.0,8cv,Traction,Hybride rechargeable essence
108647,audi,a3-sportback,67 500DT,100 000km,1.2018,Coupé,Manuelle,1197cm³,5.0,6cv,Traction,Essence
109396,audi,rsq3,335 000DT,20 000km,9.2022,Berline,Automatique,2480cm³,5.0,28cv,Intégrale,Essence
109393,audi,a3,62 000DT,105 000km,6.2015,Berline,Manuelle,1200cm³,5.0,5cv,Traction,Essence
107587,audi,q3-sportback,188 000DT,68 000km,9.2021,Berline,Automatique,1498cm³,5.0,8cv,Traction,Essence
108975,audi,a5-sportback,108 000DT,125 000km,4.2019,Coupé,Automatique,1999cm³,4.0,8cv,Propulsion,Essence
109045,audi,a3-sportback,79 000DT,151 000km,1.2019,Berline,Automatique,1400cm³,4.0,6cv,Propulsion,Essence
107076,audi,q5,115 000DT,278 000km,1.2015,SUV/4x4,Automatique,2000cm³,5.0,10cv,Propulsion,Diesel
107152,audi,q5,115 000DT,278 000km,1.2015,SUV/4x4,Automatique,2000cm³,4.0,10cv,Propulsion,Diesel
107795,audi,a5-sportback,85 000DT,255 000km,4.2019,Berline,Automatique,1500cm³,5.0,8cv,Traction,Essence
109358,audi,a3-berline,89 000DT,17 929km,3.202,Berline,Manuelle,900cm³,4.0,6cv,Traction,Essence
102863,audi,a4,43 000DT,198 000km,7.2012,Berline,Manuelle,1798cm³,5.0,7cv,Propulsion,Essence
107193,audi,a3-berline,71 000DT,110 000km,12.2017,Berline,Automatique,1200cm³,4.0,7cv,Traction,Essence
109299,audi,s5,140 000DT,120 000km,7.2011,Coupé,Automatique,4000cm³,3.0,26cv,Traction,Essence
108456,audi,q5,79 000DT,157 000km,6.2013,SUV/4x4,Automatique,2000cm³,5.0,10cv,Intégrale,Diesel
106178,audi,q3-sportback,162 000DT,15 000km,8.202,SUV/4x4,Automatique,1400cm³,5.0,8cv,Traction,Essence
94496,audi,q3,98 000DT,66 000km,11.2017,Autres,Automatique,1400cm³,5.0,8cv,Traction,Essence
108345,audi,a5-sportback,103 000DT,130 000km,8.2018,Berline,Automatique,1395cm³,5.0,8cv,Traction,Essence
109042,audi,q5,75 500DT,96 500km,8.2014,SUV/4x4,Automatique,1999cm³,4.0,14cv,Intégrale,Essence
106920,audi,a5-sportback,105 000DT,120 000km,9.2018,Autres,Automatique,1395cm³,5.0,8cv,Traction,Essence
109245,audi,q5,245 000DT,90 000km,1.2021,SUV/4x4,Automatique,1984cm³,5.0,15cv,Intégrale,Hybride essence
109208,audi,a3,28 000DT,414 000km,8.2006,Citadine,Manuelle,1896cm³,4.0,5cv,Traction,Diesel
108453,audi,a3-berline,65 000DT,122 000km,7.2016,Berline,Automatique,1200cm³,5.0,6cv,Traction,Essence
109178,audi,q3,63 000DT,237 000km,1.2011,Autres,Automatique,1968cm³,4.0,10cv,Traction,Diesel
105663,audi,a4,74 000DT,186 000km,9.2018,Berline,Automatique,1398cm³,4.0,8cv,Traction,Essence
109117,audi,a1-sportback,52 000DT,91 000km,1.2013,Citadine,Manuelle,1197cm³,5.0,5cv,Traction,Essence
105898,audi,a5-cabriolet,62 000DT,180 000km,2.2011,Cabriolet,Manuelle,1000cm³,3.0,9cv,Traction,Essence
109103,audi,q3,78 000DT,200 000km,9.2013,SUV/4x4,Automatique,1000cm³,5.0,10cv,Traction,Essence
107095,audi,a4,45 000DT,248 705km,1.2013,Berline,Manuelle,1798cm³,4.0,7cv,Traction,Essence
109028,audi,a5-sportback,98 000DT,70 000km,9.2019,Berline,Automatique,2000cm³,4.0,8cv,Traction,Essence
108251,audi,a5-coupe,75 000DT,109 000km,1.2014,Coupé,Automatique,4000cm³,3.0,9cv,Traction,Essence
106716,audi,a3-berline,140 000DT,20 000km,6.2022,Berline,Automatique,1400cm³,5.0,8cv,Traction,Essence
107566,audi,a4,72 000DT,230 000km,11.2018,Berline,Automatique,1400cm³,5.0,8cv,Traction,Essence
105479,audi,q8,368 000DT,61 000km,5.2021,SUV/4x4,Automatique,3000cm³,5.0,23cv,Intégrale,Essence
108908,audi,q2,95 000DT,77 000km,2.2019,SUV/4x4,Automatique,999cm³,5.0,6cv,Traction,Essence
108031,audi,q3-sportback,150 000DT,80 000km,7.2021,SUV/4x4,Automatique,1498cm³,4.0,8cv,Traction,Essence
105684,audi,q4-e-tron,180 000DT,32 000km,1.2023,SUV/4x4,Automatique,1000cm³,4.0,11cv,Propulsion,Electrique
108343,audi,a3-sportback,40 000DT,222 000km,5.201,Coupé,Manuelle,1598cm³,5.0,5cv,Traction,Diesel
108812,audi,q2,125 000DT,75 000km,8.2021,SUV/4x4,Automatique,1498cm³,4.0,8cv,Traction,Essence
108672,audi,q4-e-tron,169 000DT,24 500km,4.2022,SUV/4x4,Automatique,899cm³,5.0,9cv,Propulsion,Electrique
108628,audi,rs5,400 000DT,77 000km,12.2017,Coupé,Automatique,1230cm³,2.0,plus de 48cv,Intégrale,Essence
108141,audi,a5-sportback,90 000DT,200 000km,12.2017,Berline,Automatique,1395cm³,4.0,8cv,Traction,Essence
106987,audi,a3-berline,52 000DT,130 000km,12.2014,Berline,Manuelle,1197cm³,5.0,5cv,Traction,Essence
109125,bmw,serie-1-5p,53 000DT,120 000km,4.2012,Citadine,Automatique,1598cm³,4.0,7cv,Traction,Essence
109084,bmw,serie-3,51 500DT,127 000km,5.2012,Berline,Automatique,1598cm³,4.0,7cv,Traction,Essence
108742,bmw,serie-5,236 500DT,58 000km,6.2022,Berline,Automatique,1998cm³,4.0,10cv,Traction,Hybride diesel
108476,bmw,serie-3,61 500DT,139 000km,7.2012,Berline,Automatique,1988cm³,4.0,10cv,Traction,Essence
108096,bmw,serie-3-coupe,39 900DT,232 000km,9.2009,Coupé,Manuelle,1598cm³,2.0,7cv,Traction,Essence
107978,bmw,serie-7,155 500DT,200 000km,12.2012,Berline,Automatique,2998cm³,4.0,20cv,Traction,Diesel
107778,bmw,serie-3,41 000DT,241 000km,11.2008,Berline,Manuelle,1598cm³,4.0,7cv,Traction,Essence
107560,bmw,serie-5,134 000DT,135 000km,1.2018,Berline,Automatique,1598cm³,4.0,10cv,Traction,Essence
107460,bmw,x5,68 500DT,283 000km,11.2007,SUV/4x4,Automatique,2998cm³,5.0,15cv,Traction,Diesel
106756,bmw,serie-5,79 900DT,197 000km,8.2012,Berline,Automatique,1998cm³,4.0,10cv,Traction,Essence
106399,bmw,x5,86 000DT,159 000km,7.201,SUV/4x4,Automatique,3498cm³,5.0,19cv,Traction,Diesel
106096,bmw,x1,98 000DT,78 000km,5.202,SUV/4x4,Automatique,1498cm³,4.0,8cv,Traction,Essence
106013,bmw,x5,65 000DT,295 000km,11.2007,SUV/4x4,Automatique,2998cm³,4.0,16cv,Traction,Diesel
105519,bmw,serie-3,85 000DT,177 000km,5.2018,Berline,Automatique,1498cm³,4.0,7cv,Traction,Essence
105377,bmw,serie-5,79 500DT,179 000km,9.2013,Berline,Automatique,1999cm³,4.0,10cv,Traction,Essence
105376,bmw,serie-4-gran-coupe,115 000DT,99 000km,3.2019,Coupé,Automatique,1498cm³,4.0,7cv,Traction,Essence
104680,bmw,serie-5,120 000DT,151 000km,10.2016,Berline,Automatique,1598cm³,4.0,9cv,Traction,Essence
104328,bmw,serie-1-5p,58 000DT,105 000km,1.2016,Citadine,Manuelle,1598cm³,4.0,6cv,Traction,Essence
104237,bmw,serie-2-gran-coupe,120 000DT,61 000km,11.202,Coupé,Automatique,1498cm³,4.0,8cv,Traction,Essence
103996,bmw,x2,134 000DT,75 000km,12.202,SUV/4x4,Automatique,1499cm³,5.0,8cv,Traction,Essence
101464,bmw,x6,335 000DT,85 000km,9.2015,SUV/4x4,Automatique,4398cm³,4.0,34cv,Traction,Essence
99623,bmw,serie-3,85 000DT,152 000km,5.2016,Berline,Automatique,1499cm³,4.0,7cv,Traction,Essence
99121,bmw,serie-4-coupe,86 000DT,151 000km,7.2014,Coupé,Automatique,,,10cv,Traction,Essence
97922,bmw,x3,75 000DT,219 000km,6.2014,SUV/4x4,Automatique,1998cm³,5.0,11cv,Traction,Essence
95527,bmw,serie-3,69 000DT,201 000km,12.2014,Berline,Automatique,1598cm³,4.0,7cv,Traction,Essence
95441,bmw,serie-3,80 000DT,167 000km,1.2016,Berline,Automatique,,,7cv,Traction,Essence
81461,bmw,serie-5,225 000DT,30 000km,7.2019,Berline,Automatique,,,10cv,Traction,Essence
81959,bmw,serie-4-gran-coupe,115 000DT,120 000km,1.2017,Berline,Automatique,899cm³,5.0,7cv,Propulsion,Essence
107786,bmw,x5,265 000DT,112 000km,8.202,SUV/4x4,Automatique,3000cm³,4.0,14cv,Traction,Essence
101321,bmw,serie-5,130 000DT,132 000km,6.2018,Berline,Automatique,1598cm³,4.0,10cv,Propulsion,Essence
108086,bmw,x2,132 000DT,74 000km,12.202,SUV/4x4,Automatique,1500cm³,5.0,8cv,Traction,Essence
105849,bmw,serie-1-5p,138 500DT,40 000km,8.2022,Coupé,Automatique,1500cm³,5.0,7cv,Traction,Essence
106325,bmw,serie-5,75 000DT,182 000km,7.2014,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
106643,bmw,x1,85 000DT,126 000km,4.2016,SUV/4x4,Automatique,1499cm³,5.0,7cv,Traction,Essence
107896,bmw,serie-7,275 000DT,80 000km,4.2018,Berline,Automatique,2000cm³,4.0,15cv,Intégrale,Essence
107861,bmw,serie-7,85 000DT,160 000km,11.2008,Berline,Automatique,4400cm³,4.0,31cv,Intégrale,Essence
107859,bmw,serie-5,147 000DT,70 000km,7.2018,Berline,Automatique,1600cm³,4.0,10cv,Intégrale,Essence
107858,bmw,serie-3,90 000DT,120 000km,2.2019,Berline,Automatique,1500cm³,4.0,7cv,Intégrale,Essence
109456,bmw,x4,234 000DT,119 000km,1.2019,SUV/4x4,Automatique,1998cm³,5.0,16cv,Intégrale,Essence
102960,bmw,serie-7,89 000DT,140 000km,7.2009,Berline,Automatique,2979cm³,4.0,23cv,Traction,Essence
105014,bmw,serie-4-gran-coupe,100 000DT,48 000km,7.2017,Berline,Automatique,1500cm³,4.0,7cv,Traction,Essence
107733,bmw,x1,92 000DT,133 000km,5.202,SUV/4x4,Automatique,1499cm³,4.0,8cv,Traction,Essence
109351,bmw,serie-4-gran-coupe,98 000DT,120 000km,5.2019,Berline,Automatique,1500cm³,5.0,7cv,Propulsion,Essence
109268,bmw,serie-3,37 500DT,300 000km,6.2,Coupé,Manuelle,2500cm³,2.0,10cv,Traction,Essence
109266,bmw,serie-3,62 000DT,280 000km,7.2013,Citadine,Automatique,2000cm³,4.0,10cv,Traction,Essence
109263,bmw,x5,39 000DT,310 000km,9.2003,Citadine,Manuelle,3000cm³,4.0,11cv,Traction,Diesel
109013,bmw,serie-4-coupe,225 000DT,10 000km,4.2021,Coupé,Automatique,2000cm³,3.0,10cv,Traction,Essence
108974,bmw,serie-3,65 000DT,170 000km,5.2013,Citadine,Automatique,1600cm³,4.0,7cv,Traction,Essence
108973,bmw,serie-5,59 000DT,270 000km,5.2011,Citadine,Automatique,2000cm³,4.0,10cv,Traction,Diesel
108560,bmw,x6,95 000DT,190 000km,3.201,SUV/4x4,Automatique,3000cm³,4.0,15cv,Traction,Diesel
108524,bmw,serie-7,92 000DT,150 000km,8.2009,Berline,Automatique,5000cm³,4.0,31cv,Traction,Essence
107635,bmw,serie-5,138 000DT,173 000km,3.2021,Berline,Automatique,1600cm³,5.0,10cv,Traction,Essence
107173,bmw,serie-3,63 500DT,210 000km,5.2013,Berline,Automatique,1600cm³,5.0,7cv,Propulsion,Essence
107033,bmw,serie-3,20 900DT,180 000km,5.1988,Berline,Manuelle,2400cm³,5.0,7cv,Propulsion,Diesel
106941,bmw,serie-5,87 000DT,190 000km,10.2005,Berline,Automatique,3000cm³,5.0,18cv,Propulsion,Diesel
106932,bmw,x6,98 000DT,200 000km,2.201,SUV/4x4,Automatique,3000cm³,5.0,15cv,Intégrale,Diesel
106739,bmw,serie-1-5p,62 000DT,115 000km,6.2015,Compacte,Automatique,1600cm³,4.0,9cv,Intégrale,Essence
109329,bmw,serie-5,81 000DT,200 000km,1.2011,Berline,Automatique,1995cm³,5.0,10cv,Traction,Diesel
104056,bmw,serie-3-coupe,74 000DT,152 000km,2.2012,Coupé,Manuelle,2000cm³,2.0,10cv,Traction,Essence
108177,bmw,serie-1-5p,40 000DT,131 766km,4.2009,Berline,Automatique,1600cm³,4.0,7cv,Traction,Essence
107922,bmw,x3,65 000DT,186 000km,1.2006,SUV/4x4,Automatique,3000cm³,4.0,13cv,Traction,Diesel
106496,bmw,serie-3-coupe,62 000DT,156 000km,2.201,Coupé,Automatique,2000cm³,2.0,9cv,Traction,Essence
100618,bmw,serie-3,65 000DT,112 000km,3.2013,Berline,Automatique,1600cm³,4.0,7cv,Traction,Essence
109066,bmw,serie-3,79 000DT,142 000km,4.2016,Berline,Automatique,1499cm³,5.0,7cv,Traction,Essence
109064,bmw,serie-3,66 000DT,131 000km,7.2015,Citadine,Manuelle,1598cm³,5.0,7cv,Traction,Essence
109063,bmw,serie-3,92 000DT,92 000km,7.2016,Berline,Manuelle,1998cm³,5.0,10cv,Traction,Essence
108412,bmw,serie-1-5p,81 000DT,111 074km,11.2019,Compacte,Automatique,1499cm³,5.0,7cv,Traction,Essence
108399,bmw,x4,243 000DT,50 000km,9.2019,SUV/4x4,Automatique,1998cm³,5.0,11cv,Intégrale,Essence
106843,bmw,x1,175 000DT,21 000km,9.2023,SUV/4x4,Automatique,1499cm³,5.0,9cv,Traction,Essence
106641,bmw,x5,170 000DT,214 000km,1.2018,SUV/4x4,Automatique,1995cm³,5.0,13cv,Intégrale,Diesel
106640,bmw,x3,220 000DT,69 500km,6.202,SUV/4x4,Automatique,1995cm³,5.0,8cv,Traction,Diesel
105677,bmw,serie-4-coupe,265 000DT,20 500km,3.2023,Coupé,Automatique,1998cm³,3.0,10cv,Traction,Essence
104988,bmw,x2,132 000DT,38 000km,11.2018,SUV/4x4,Automatique,1499cm³,5.0,7cv,Propulsion,Essence
104987,bmw,serie-4-gran-coupe,105 000DT,108 000km,11.2017,Berline,Automatique,1499cm³,5.0,7cv,Traction,Essence
106989,bmw,serie-3,174 000DT,80 000km,9.2021,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
104668,bmw,serie-5,178 000DT,93 000km,10.202,Berline,Automatique,1600cm³,5.0,10cv,Traction,Essence
106373,bmw,serie-5,208 000DT,32 000km,10.2021,Berline,Automatique,1600cm³,4.0,10cv,Traction,Essence
103829,bmw,x6,98 000DT,180 000km,2.2011,SUV/4x4,Automatique,3000cm³,4.0,21cv,Intégrale,Essence
79830,bmw,serie-4-gran-coupe,145 000DT,90 000km,6.2019,Berline,Automatique,1498cm³,4.0,7cv,Traction,Essence
109199,bmw,serie-3,89 000DT,89 000km,11.2019,Berline,Automatique,1699cm³,5.0,7cv,Traction,Essence
108805,bmw,x4,139 000DT,140 000km,6.2018,SUV/4x4,Automatique,2000cm³,5.0,10cv,Traction,Diesel
108734,bmw,serie-1-5p,75 000DT,165 000km,1.2016,Citadine,Automatique,1699cm³,5.0,7cv,Traction,Essence
107692,bmw,serie-6,85 000DT,190 000km,1.2009,Coupé,Automatique,2999cm³,3.0,17cv,Traction,Essence
107513,bmw,serie-4-coupe,87 000DT,180 000km,8.2015,Coupé,Automatique,1999cm³,5.0,10cv,Traction,Essence
105615,bmw,serie-5,278 000DT,50 000km,1.2021,Berline,Automatique,2500cm³,5.0,10cv,Traction,Hybride essence
105580,bmw,serie-4-gran-coupe,97 000DT,133 000km,11.2016,Berline,Automatique,1799cm³,5.0,7cv,Traction,Essence
105092,bmw,x5,455 000DT,19 000km,1.2021,SUV/4x4,Automatique,3000cm³,5.0,15cv,Traction,Hybride rechargeable essence
105050,bmw,serie-1-5p,75 000DT,200 000km,10.2019,Citadine,Automatique,1499cm³,5.0,7cv,Traction,Essence
104956,bmw,serie-7,110 000DT,98 000km,4.201,Berline,Automatique,4000cm³,5.0,23cv,Traction,Essence
104467,bmw,serie-1-5p,135 000DT,40 000km,8.202,SUV/4x4,Automatique,1200cm³,5.0,7cv,Traction,Essence
104155,bmw,serie-4-coupe,130 000DT,140 000km,1.2021,Coupé,Automatique,1000cm³,5.0,7cv,Traction,Essence
102963,bmw,serie-5,90 000DT,200 000km,11.2015,Berline,Automatique,1999cm³,5.0,10cv,Traction,Essence
102650,bmw,serie-1-5p,68 000DT,126 000km,10.2017,Citadine,Manuelle,1499cm³,5.0,7cv,Traction,Essence
102086,bmw,serie-4-coupe,107 000DT,160 000km,2.2015,Coupé,Automatique,1999cm³,3.0,10cv,Traction,Essence
101720,bmw,serie-2-gran-coupe,135 000DT,21 000km,8.2022,Berline,Automatique,1200cm³,5.0,8cv,Traction,Essence
100523,bmw,x6,110 000DT,270 000km,8.2008,SUV/4x4,Automatique,3000cm³,5.0,15cv,Traction,Diesel
99763,bmw,serie-3,88 000DT,117 000km,8.2017,Berline,Automatique,1499cm³,5.0,7cv,Traction,Essence
97946,bmw,serie-4-gran-coupe,99 000DT,100 000km,1.2018,Citadine,Automatique,,,7cv,Traction,Essence
97402,bmw,serie-1-5p,92 000DT,70 000km,1.202,Citadine,Automatique,,,7cv,Traction,Essence
97252,bmw,serie-4-gran-coupe,125 000DT,110 000km,6.2017,Citadine,Automatique,,,7cv,Traction,Essence
95106,bmw,serie-7,45 000DT,300 000km,1.2008,Berline,Automatique,,,22cv,Traction,Essence
91995,bmw,serie-4-coupe,110 000DT,78 000km,3.2017,Coupé,Automatique,,,7cv,Traction,Essence
78787,bmw,serie-7,55 000DT,220 000km,1.2008,Berline,Automatique,,,22cv,Traction,Essence
108737,bmw,x2,122 000DT,76 000km,12.202,Citadine,Automatique,1500cm³,5.0,8cv,Traction,Essence
99452,bmw,serie-5,109 000DT,119 000km,3.2016,Berline,Automatique,1600cm³,5.0,9cv,Traction,Essence
109209,bmw,serie-5,128 500DT,73 000km,5.2018,Berline,Automatique,1597cm³,4.0,10cv,Propulsion,Essence
105539,bmw,serie-5,124 500DT,155 000km,5.2017,Berline,Automatique,1600cm³,5.0,10cv,Propulsion,Essence
99357,bmw,x1,129 000DT,87 000km,7.202,SUV/4x4,Automatique,1499cm³,4.0,8cv,Traction,Essence
107784,bmw,serie-3,79 000DT,145 000km,6.2016,Berline,Automatique,1500cm³,4.0,7cv,Propulsion,Essence
102297,bmw,serie-5,65 000DT,280 000km,1.2015,Berline,Automatique,2000cm³,4.0,9cv,Traction,Essence
109433,bmw,serie-1-5p,125 000DT,17 000km,8.2022,Compacte,Automatique,1500cm³,5.0,6cv,Traction,Essence
108982,bmw,serie-5,135 000DT,100 000km,9.2019,Berline,Automatique,2000cm³,5.0,10cv,Propulsion,Essence
108321,bmw,serie-3,55 000DT,188 000km,6.2015,Berline,Manuelle,1598cm³,4.0,7cv,Propulsion,Essence
108230,bmw,serie-1-5p,55 000DT,144 000km,7.2015,Citadine,Automatique,1598cm³,5.0,7cv,Propulsion,Essence
108648,bmw,serie-3,52 000DT,150 000km,2.2013,Berline,Automatique,1598cm³,4.0,7cv,Traction,Essence
103468,bmw,serie-4-gran-coupe,145 000DT,120 000km,2.2016,Berline,Automatique,2000cm³,4.0,10cv,Traction,Essence
106123,bmw,serie-4-gran-coupe,118 000DT,122 000km,10.2019,Coupé,Automatique,1499cm³,4.0,7cv,Traction,Essence
106647,bmw,serie-3,67 000DT,210 000km,11.2015,Berline,Automatique,1600cm³,5.0,7cv,Propulsion,Essence
109095,bmw,serie-3,65 000DT,82 000km,1.2013,Berline,Automatique,1598cm³,5.0,7cv,Propulsion,Essence
109380,bmw,serie-1-5p,160 000DT,60 000km,4.2022,Berline,Automatique,1995cm³,5.0,8cv,Intégrale,Diesel
109394,bmw,serie-3,166 500DT,39 000km,5.2019,Berline,Automatique,1995cm³,5.0,15cv,Propulsion,Essence
109383,bmw,serie-1-5p,127 000DT,79 000km,8.2021,Compacte,Automatique,3000cm³,5.0,6cv,Traction,Essence
109375,bmw,serie-1-5p,50 000DT,170 500km,7.2013,Compacte,Automatique,1598cm³,5.0,7cv,Traction,Essence
108154,bmw,serie-3,34 500DT,220 000km,4.2006,Berline,Automatique,2000cm³,4.0,9cv,Traction,Essence
107074,bmw,serie-3,77 000DT,155 000km,9.2017,Berline,Automatique,1600cm³,5.0,7cv,Propulsion,Essence
107077,bmw,serie-4-coupe,250 000DT,2 500km,9.2021,Coupé,Automatique,2000cm³,2.0,10cv,Propulsion,Essence
